year,title
2020,The impact of body mass index on severity of cervical spine fracture: A retrospective cohort study.
2020,Seaweed-derived bioactives as potential energy regulators in obesity and type 2 diabetes.
2020,Heritability and Sex-Specific Genetic Effects of Self-Reported Physical Activity in a Brazilian Highly Admixed Population.
2020,Intestinal lymphatic alteration in mouse models of energy imbalance.
2020,Dietary plant flavonoids in prevention of obesity and diabetes.
2020,Arterial structure and function and its short- and long-term changes after bariatric surgery.
2020,Insulin Resistance Associated with Plasma Xanthine Oxidoreductase Activity Independent of Visceral Adiposity and Adiponectin Level: MedCity21 Health Examination Registry.
2020,Evening Primrose Oil Ameliorates Hyperleptinemia and Reproductive Hormone Disturbances in Obese Female Rats: Impact on Estrus Cyclicity.
2020,Protein Kinase D1 (PKD1) Is a New Functional Non-Genomic Target of Bisphenol A in Breast Cancer Cells.
2020,Correlation of Atherosclerotic Risk Factors with the Size of Abdominal Aortic Aneurysm (AAA).
2020,Maternal and Neonatal Outcomes among Obese Pregnant Women in King Abdulaziz University Hospital: A Retrospective Single-Center Medical Record Review.
2020,Sexual Dimorphism of Coronary Artery Disease in a Low- and Intermediate-Risk Asymptomatic Population: Association with Coronary Vessel Wall Thickness at MRI in Women.
2020,"<i>FTO</i> Variant rs1421085 Associates With Increased Body Weight, Soft Lean Mass, and Total Body Water Through Interaction With Ghrelin and Apolipoproteins in Arab Population."
2020,IDOL regulates systemic energy balance through control of neuronal VLDLR expression.
2020,Does Bariatric Surgery Normalize Risks After Total Knee Arthroplasty? Administrative Medicare Data.
2020,Waist Circumference and Risk of Liver Cancer: A Systematic Review and Meta-Analysis of over 2 Million Cohort Study Participants.
2020,Impact of Demographic Factors and Systemic Disease on Urinary Stone Risk Parameters Amongst Stone Formers.
2020,Recombinant <i>Lactococcus lactis</i> NZ3900 expressing bioactive human FGF21 reduced body weight of Db/Db mice through the activity of brown adipose tissue.
2020,Adenovirus 36 and its effect on vitamin D levels in obese and overweight patients.
2020,The role of antenatal education for the prevention of excessive weight gain during pregnancy.
2020,Outcomes of robotic surgery performed in patients with high BMI class: experience by a single surgeon.
2020,Constraint and trade-offs regulate energy expenditure during childhood.
2020,Red pepper seed water extract suppresses high-fat diet-induced obesity in C57BL/6 mice.
2020,"The effects of steamed ginger ethanolic extract on weight and body fat loss: a randomized, double-blind, placebo-controlled clinical trial."
2020,Low Testosterone in Adolescents &amp; Young Adults.
2020,Anxiety and Depression After a Cardiac Event: Prevalence and Predictors.
2020,Chronic Adipose Tissue Inflammation Linking Obesity to Insulin Resistance and Type 2 Diabetes.
2020,Epigallocatechin-3-Gallate Toxicity in Children: A Potential and Current Toxicological Event in the Differential Diagnosis With Virus-Triggered Fulminant Hepatic Failure.
2020,Frequency and prevalence of obesity and related comorbidities in West Texas.
2020,[Analysis on chronic diseases and risk factors of adult residents in Shaanxi province].
2020,[Association of body mass index and waist circumference with major chronic diseases in Chinese adults].
2020,[The cut-off points of body mass index and waist circumference for predicting metabolic risk factors in Chinese adults].
2020,[Body mass index and the risk of gastric cancer in males: a prospective cohort study].
2020,"Prevalence and impact of acid-related symptoms and diarrhea in patients undergoing Roux-en-Y gastric bypass, sleeve gastrectomy, and biliopancreatic diversion with duodenal switch."
2020,Interplay Between Gut Microbiota and Gastrointestinal Peptides: Potential Outcomes on the Regulation of Glucose Control.
2020,Early pregnancy immune profile and preterm birth classified according to uteroplacental lesions.
2020,Palmitate induces apoptotic cell death and inflammasome activation in human placental macrophages.
2020,Explant liver evaluation decodes the mystery of cryptogenic cirrhosis!
2020,"Characterization of Growth, Fat Deposition, and Lipid Metabolism-Related Gene Expression in Lean and Obese Meat-Type Chickens."
2020,High-flow nasal oxygen for a high-risk patient undergoing sedation in the prone position.
2020,Community Culinary Workshops as a Nutrition Curriculum in a Preventive Medicine Residency Program.
2020,Two-dimensional system based on organic and functional impairment with aging for precisely assessing risk factors in chronic disease.
2020,[The clinical and polysomnographic differences between obese and non-obese patients with obstructive sleep apnea].
2020,[Determination of anthropometric measurements in obstructive sleep apnea syndrome in Turkish population].
2020,New insight into the mechanism of POP-induced obesity: Evidence from DDE-altered microbiota.
2020,Signal peptide peptidase-like 2c impairs vesicular transport and cleaves SNARE proteins.
2020,Nutritional status evaluation and nutrient intake in adult patients with pulmonary tuberculosis and their contacts.
2020,Elephantiasis nostras verrucosa: an atypical presentation following intrapelvic lymphoma.
2020,"Depression subtypes, binge eating, and weight loss in bariatric surgery candidates."
2020,A case of local anesthetic toxicity that wasn't: lipid rescue from self-administered benzodiazepine overdose in labor.
2020,Influence of the Maryland All-Payer Model on Primary Total Knee Arthroplasties.
2020,The effect of increasing body mass index on the pain and function of patients with adult spinal deformity.
2020,Anterior lumbar interbody fusion in a lateral decubitus position: technique and outcomes in obese patients.
2020,Association of a genetic variant in AKT1 gene with features of the metabolic syndrome.
2020,Vertical Endoscopic Gastroplasty in a Patient With Situs Inversus Totalis.
2020,Screening of <i>LEP</i> gene polymorphisms as a risk factor for obesity and type 2 diabetes in Iraqis.
2020,Feasibility and outcome of community-based screening for cardiovascular disease risk factors in a remote rural area of South India: The Chunampet rural-Cardiovascular health assessment and management program.
2020,"Is reduction in appetite beneficial for body weight management in the context of overweight and obesity? Yes, according to the SATIN (Satiety Innovation) study."
2020,Is Higher BMI Associated with Worse Overall Mortality in Hepatocellular Carcinoma Patients? An Evidence Based Case Report.
2020,Endoscopic duodenal mucosal resurfacing improves glycaemic and hepatic indices in type 2 diabetes: 6-month multicentre results.
2020,The mid-infrared spectroscopy: A novel non-invasive diagnostic tool for NASH diagnosis in severe obesity.
2020,From NASH to diabetes and from diabetes to NASH: Mechanisms and treatment options.
2020,Decrease of Cardiac Parkin Protein in Obese Mice.
2020,<i>Marigold Supercritical Extract</i> as Potential Co-adjuvant in Pancreatic Cancer: The Energetic Catastrophe Induced via BMP8B Ends Up With Autophagy-Induced Cell Death.
2020,Prevalence and Influencing Factors of Coronary Heart Disease and Stroke in Chinese Rural Adults: The Henan Rural Cohort Study.
2020,Corrigendum: Human Milk Oligosaccharide Composition Is Associated With Excessive Weight Gain During Exclusive Breastfeeding-An Explorative Study.
2020,The Interplay Between Tissue Niche and Macrophage Cellular Metabolism in Obesity.
2020,The Association of Gut Microbiota With Idiopathic Central Precocious Puberty in Girls.
2020,Human Pluripotent Stem Cells: A Relevant Model to Identify Pathways Governing Thermogenic Adipocyte Generation.
2020,"Bad Things Come to Those Who Do Not Wait: Temporal Discounting Is Associated With Compulsive Overeating, Eating Disorder Psychopathology and Food Addiction."
2020,"Trait-Based Emotional Intelligence, Body Image Dissatisfaction, and HRQoL in Children."
2020,The Impact of Oxidative Stress on Adipose Tissue Energy Balance.
2020,Xylooligosaccharide Modulates Gut Microbiota and Alleviates Colonic Inflammation Caused by High Fat Diet Induced Obesity.
2020,The Many Facets of Erythropoietin Physiologic and Metabolic Response.
2020,Role of Endothelial Dysfunction in Cardiovascular Diseases: The Link Between Inflammation and Hydrogen Sulfide.
2020,Physical Activity Induces Nucleus Accumbens Genes Expression Changes Preventing Chronic Pain Susceptibility Promoted by High-Fat Diet and Sedentary Behavior in Mice.
